Time " Duration" " SrcDevice" " DstDevice" " Protocol" " Src" " Dst" " SrcPackets" " DstPackets" " SrcBytes" " DstBytes"
118994 4982 083327 364069 17 631 631 3844 0 800296 0
118994 4982 083327 776163 17 631 631 3844 0 800296 0
118994 4982 083327 386166 17 631 631 3844 0 800296 0
118998 4978 083327 100033 17 631 631 3844 0 800296 0
118998 4978 083327 364069 17 631 631 3844 0 800296 0
118998 4978 083327 776163 17 631 631 3844 0 800296 0
118998 4978 083327 853384 17 631 631 3844 0 800296 0
119011 5042 154414 855267 17 514 514 8775 0 1575157 0
119025 5197 955877 922210 17 93624 46587 0 557658 0 749434813
119025 5197 955877 873278 17 18522 46587 0 558487 0 749492926
119025 5197 955877 443086 17 45068 46587 0 558405 0 749355015
119025 5197 955877 846994 17 82171 46587 0 565608 0 745238635
119025 5197 955877 679402 17 47069 46587 0 565976 0 746664170
119025 5197 955877 736002 17 07717 46272 0 595330 0 796276980
119025 5197 955877 118694 17 70514 46587 0 565240 0 745225719
119025 5197 955877 064359 17 20816 46587 0 392625 0 492349910
119025 5197 894353 468694 6 50459 80 3744 3743 172224 729885
119025 5197 894353 557426 6 13038 80 3775 3775 173650 736125
119025 5197 894353 923056 6 58199 80 3785 3721 174110 725595
119025 7069 680679 310150 6 21673 46731 12818 14550 627627 953498
119025 16358 955877 922210 17 26315 82513 2667 14383 224028 805448
119025 16358 955877 922210 6 81215 80 26341 29057 1211686 4997804
119025 16358 955877 873278 17 71857 82513 2708 14349 227472 803544
119025 16358 955877 873278 6 65381 80 26395 29117 1214170 5008124
119025 16358 955877 443086 17 74289 82513 2704 14343 227136 803208
119025 16358 955877 443086 6 27410 80 26036 28978 1197656 4984216
119025 16358 955877 846994 17 24222 82513 2698 14309 226632 801304
119025 16358 955877 846994 6 12647 80 25461 28338 1171206 4875984
119025 16358 955877 679402 17 63536 82513 2704 14340 227136 803040
119025 16358 955877 679402 6 04748 80 26055 29002 1198530 4988344
119025 16358 955877 118694 17 85600 82513 2674 14350 224616 803600
119025 16358 955877 118694 6 21232 80 26069 29009 1199174 4989548
119025 16358 955877 064359 6 99438 80 25973 28659 1194758 4929348
119025 28103 955877 873278 17 71857 82513 5461 25155 458724 1408680
119025 28103 955877 846994 17 24222 82513 5439 25032 456876 1401792
119025 28105 955877 679402 17 63536 82513 5465 25105 459060 1405880
119025 29377 955877 922210 17 26315 82513 5289 26945 444276 1508920
119025 29377 955877 922210 6 81215 80 52030 54482 2393380 9370904
119025 29377 955877 873278 6 65381 80 52157 54598 2399222 9390856
119025 29377 955877 443086 17 74289 82513 5333 26859 447972 1504104
119025 29377 955877 443086 6 27410 80 51633 54329 2375118 9344588
119025 29377 955877 846994 6 12647 80 50566 53199 2326036 9152076
119025 29377 955877 679402 6 04748 80 51679 54382 2377234 9353704
119025 29377 955877 118694 17 85600 82513 5312 26937 446208 1508472
119025 29377 955877 118694 6 21232 80 51713 54394 2378798 9355768
119025 29377 955877 064359 6 99438 80 51358 53743 2362468 9243796
119025 48247 955877 922210 17 26315 82513 9458 44833 794472 2510648
119025 48247 955877 118694 17 85600 82513 9446 44813 793464 2509528
119025 48249 955877 443086 17 74289 82513 9482 44760 796488 2506560
119025 48251 955877 922210 6 81215 80 92513 90816 4255598 15620352
119025 48251 955877 873278 6 65381 80 92722 91005 4265212 15652860
119025 48251 955877 443086 6 27410 80 92273 90564 4244558 15577008
119025 48251 955877 846994 6 12647 80 90056 88384 4142576 15203896
119025 48251 955877 679402 6 04748 80 92347 90638 4247962 15589736
119025 48251 955877 118694 6 21232 80 92395 90665 4250170 15594380
119025 48251 955877 064359 6 99438 80 90985 89301 4185310 15359772
119025 49837 955877 873278 17 71857 82513 9299 46651 781116 2612456
119025 49837 955877 846994 17 24222 82513 9282 46523 779688 2605288
119025 49837 955877 679402 17 63536 82513 9296 46571 780864 2607976
119025 64643 955877 873278 17 71857 82513 12754 60974 1071336 3414544
119025 64645 955877 846994 17 24222 82513 12742 60854 1070328 3407824
119025 64645 955877 679402 17 63536 82513 12768 60915 1072512 3411240
119025 66012 955877 922210 17 26315 82513 12846 60918 1079064 3411408
119025 66012 955877 922210 6 81215 80 125604 123521 5777784 21245612
119025 66012 955877 873278 6 65381 80 125878 123774 5790388 21289128
119025 66012 955877 443086 17 74289 82513 12858 60886 1080072 3409616
119025 66012 955877 443086 6 27410 80 125253 123161 5761638 21183692
119025 66012 955877 846994 6 12647 80 122372 120323 5629112 20697404
119025 66012 955877 679402 6 04748 80 125351 123259 5766146 21200812
119025 66012 955877 118694 17 85600 82513 12822 61009 1077048 3416504
119025 66012 955877 118694 6 21232 80 125431 123315 5769826 21210180
119025 66012 955877 064359 6 99438 80 123341 121283 5673686 20861336
119025 80628 955877 873278 17 71857 82513 15789 77127 1326276 4319112
119025 80628 955877 846994 17 24222 82513 15772 76958 1324848 4309648
119025 80628 955877 679402 17 63536 82513 15807 77037 1327788 4314072
119025 81143 955877 922210 17 26315 82513 16041 77074 1347444 4316144
119025 81143 955877 118694 17 85600 82513 16020 77200 1345680 4323200
119025 81144 955877 443086 17 74289 82513 16066 77031 1349544 4313736
119025 81146 955877 064359 6 99438 80 153766 153186 7073236 26349708
119025 81147 955877 922210 6 81215 80 156775 156220 7211650 26869840
119025 81147 955877 873278 6 65381 80 157115 156544 7227290 26925568
119025 81147 955877 443086 6 27410 80 156318 155748 7190628 26788656
119025 81147 955877 846994 6 12647 80 152674 152114 7023004 26165456
119025 81147 955877 118694 6 21232 80 156555 155966 7201530 26826152
119025 81148 955877 679402 6 04748 80 156449 155879 7196654 26811452
119025 88898 955877 873278 17 71857 82513 17402 84286 1461768 4720016
119025 88898 955877 846994 17 24222 82513 17376 84150 1459584 4712400
119025 88898 955877 679402 17 63536 82513 17424 84226 1463616 4716656
119025 92854 955877 443086 17 74289 82513 18393 87741 1545012 4913496
119025 92856 955877 922210 17 26315 82513 18370 87796 1543080 4916576
119025 92856 955877 118694 17 85600 82513 18349 87958 1541316 4925648
119025 92857 955877 922210 6 81215 80 179639 178012 8263394 30618064
119025 92857 955877 873278 6 65381 80 180021 178384 8280966 30682048
119025 92857 955877 443086 6 27410 80 179121 177481 8239566 30526732
119025 92857 955877 846994 6 12647 80 174960 173343 8048160 29816844
119025 92857 955877 679402 6 04748 80 179263 177632 8246098 30552968
119025 92857 955877 118694 6 21232 80 179379 177729 8251434 30569388
119025 92857 955877 064359 6 99438 80 176329 174702 8111134 30050460
119025 105638 955877 922210 17 26315 82513 20597 100343 1730148 5619208
119025 105638 955877 922210 6 81215 80 201454 203436 9266884 34990992
119025 105638 955877 873278 6 65381 80 201899 203861 9287354 35064092
119025 105638 955877 443086 17 74289 82513 20615 100316 1731660 5617696
119025 105638 955877 443086 6 27410 80 200889 202835 9240894 34887620
119025 105638 955877 846994 6 12647 80 196282 198198 9028972 34091904
119025 105638 955877 679402 6 04748 80 201027 203009 9247242 34917812
119025 105638 955877 118694 17 85600 82513 20563 100492 1727292 5627552
119025 105638 955877 118694 6 21232 80 201160 203113 9253360 34935436
119025 105638 955877 064359 6 99438 80 197845 199778 9100870 34363532
119025 117380 955877 873278 6 65381 80 228004 229341 10488184 39446652
119025 117381 955877 922210 6 81215 80 227502 228858 10465092 39363576
119025 117381 955877 443086 6 27410 80 226866 228188 10435836 39248336
119025 117381 955877 846994 6 12647 80 221593 222900 10193278 38340648
119025 117381 955877 679402 6 04748 80 227030 228386 10443380 39282656
119025 117381 955877 118694 6 21232 80 227172 228500 10449912 39302000
119025 117381 955877 064359 6 99438 80 223530 224846 10282380 38675228
119025 117507 955877 118694 17 85600 82513 23241 113075 1952244 6332200
119025 117508 955877 922210 17 26315 82513 23304 112888 1957536 6321728
119025 117711 955877 443086 17 74289 82513 23336 112847 1960224 6319432
119025 137121 955877 922210 17 26315 82513 27055 129009 2272620 7224504
119025 137121 955877 922210 6 81215 80 264458 261562 12165068 44988664
119025 137121 955877 873278 6 65381 80 265031 262107 12191426 45082404
119025 137121 955877 443086 6 27410 80 263699 260783 12130154 44854676
119025 137121 955877 846994 6 12647 80 257586 254733 11848956 43815924
119025 137121 955877 679402 6 04748 80 263893 261006 12139078 44893296
119025 137121 955877 118694 17 85600 82513 26984 129211 2266656 7235816
119025 137121 955877 118694 6 21232 80 264066 261149 12147036 44917628
119025 137121 955877 064359 6 99438 80 259550 256709 11939300 44155664
119025 137258 955877 443086 17 74289 82513 26820 130795 2252880 7324520
119025 152138 955877 922210 17 26315 82513 29852 145147 2507568 8128232
119025 152138 955877 922210 6 81215 80 290864 294264 13379744 50613408
119025 152138 955877 873278 6 65381 80 291492 294875 13408632 50718500
119025 152138 955877 443086 17 74289 82513 29985 145064 2518740 8123584
119025 152138 955877 443086 6 27410 80 290019 293376 13340874 50460672
119025 152138 955877 846994 6 12647 80 283277 286552 13030742 49288792
119025 152138 955877 679402 6 04748 80 290253 293648 13351638 50507720
119025 152138 955877 118694 17 85600 82513 29672 145342 2492448 8139152
119025 152138 955877 118694 6 21232 80 290419 293783 13359274 50530676
119025 152138 955877 064359 6 99438 80 286319 288745 13170674 49665856
119025 170240 955877 922210 17 26315 82513 33696 161307 2830464 9033192
119025 170240 955877 922210 6 81215 80 329178 326963 15142188 56237636
119025 170240 955877 443086 6 27410 80 328216 325969 15097936 56066668
119025 170240 955877 846994 6 12647 80 320451 318279 14740746 54745836
119025 170240 955877 679402 6 04748 80 328503 326293 15111138 56122660
119025 170240 955877 118694 6 21232 80 328647 326410 15117762 56142520
119025 170240 955877 064359 6 99438 80 322952 320737 14855792 55168480
119025 170241 955877 873278 6 65381 80 329894 327642 15175124 56354424
119025 170241 955877 443086 17 74289 82513 33651 161212 2826684 9027872
119025 170241 955877 118694 17 85600 82513 33601 161486 2822484 9043216
119025 176318 955877 922210 17 26315 82513 34882 168483 2930088 9435048
119025 176318 955877 922210 6 81215 80 340381 341491 15657526 58736452
119025 176318 955877 873278 6 65381 80 341121 342201 15691566 58858572
119025 176318 955877 443086 17 74289 82513 34785 168362 2921940 9428272
119025 176318 955877 443086 6 27410 80 339388 340457 15611848 58558604
119025 176318 955877 846994 6 12647 80 331369 332440 15242974 57181528
119025 176318 955877 679402 6 04748 80 339693 340800 15625878 58617864
119025 176318 955877 118694 17 85600 82513 34746 168675 2918664 9445800
119025 176318 955877 118694 6 21232 80 339826 340909 15631996 58636348
119025 176318 955877 064359 6 99438 80 334004 335066 15364184 57633068
119026 5196 894353 442768 6 07748 80 3715 3715 170890 724425
119026 16357 955877 064359 17 36367 82513 2706 14314 227304 801584
119026 28104 955877 064359 17 36367 82513 5437 25081 456708 1404536
119026 49836 955877 064359 17 36367 82513 9279 46655 779436 2612680
119026 64641 955877 064359 17 36367 82513 12732 60976 1069488 3414656
119026 80627 955877 064359 17 36367 82513 15761 77110 1323924 4318160
119026 88897 955877 064359 17 36367 82513 17376 84282 1459584 4719792
119027 5195 769115 141988 17 5060 5060 649 0 530208 0
119029 5193 894353 709915 6 38793 80 848 0 39050 0
119030 5192 894353 606025 6 93082 80 560 0 25820 0
119031 16352 955877 736002 17 82265 28366 2695 1646 247940 92176
119031 28102 955877 736002 17 82265 28366 5433 2890 499836 161840
119031 49831 955877 736002 17 82265 28366 9282 5380 853944 301280
119031 64639 955877 736002 17 82265 28366 12753 7015 1173276 392840
119031 80622 955877 736002 17 82265 28366 15792 8882 1452864 497392
119031 88892 955877 736002 17 82265 28366 17389 9708 1599788 543648
119034 7142 565190 379719 6 36481 443 14687 14904 10474142 795912
119048 4988 955877 123477 17 24300 46587 0 563840 0 745211046
119048 4988 955877 123477 17 18178 82513 0 3583 0 200648
119048 4994 894353 123477 6 11562 80 264241 528463 12155576 751882304
119049 4987 256879 576031 17 48146 514 33369 0 21655056 0
119049 4993 894353 123477 6 06173 80 3716 3716 170936 724620
119054 8703 780743 875762 17 4500 4500 2202 0 591004 0
119058 4112 407721 402946 17 99926 11426 0 130854 0 26166432
119062 4108 407721 402946 17 16718 07790 0 523 0 60668
119085 5251 894353 468694 6 62237 80 275486 550315 12674972 752774937
119085 5251 894353 557426 6 77949 80 264151 528377 12150946 751446633
119085 7069 680679 759373 6 70754 46731 12824 19652 627867 1192411
119085 7069 680679 927115 6 00608 46731 12823 19661 630513 1197402
119088 18215 284391 266256 6 55348 12595 10942 8571 887756 1133753
119088 33753 284391 266256 6 55348 12595 22898 16171 1856692 2139306
119088 48187 284391 266256 6 55348 12595 33771 23753 2738512 3145765
119088 64136 284391 266256 6 55348 12595 44552 31322 3612613 4150442
119088 75913 284391 266256 6 55348 12595 52957 37975 4294002 5031575
119105 15806 004479 274690 6 41789 2049 23109 9913 2524524 1888128
119105 28832 004479 274690 6 41789 2049 80091 35228 12213148 7917176
119105 49293 004479 274690 6 41789 2049 219033 115036 26678380 36579712
119105 62394 004479 274690 6 41789 2049 307455 165554 35874968 45067184
119115 4981 037337 472092 17 19951 00034 248 0 11408 0
119145 18218 284391 629036 6 95973 12595 13224 10568 913232 818827
119145 33696 284391 629036 6 95973 12595 27626 19963 1907819 1546818
119145 48131 284391 629036 6 95973 12595 40723 29350 2812926 2274311
119145 62858 284391 629036 6 95973 12595 51994 38740 3591448 3001459
119145 75856 284391 629036 6 95973 12595 63859 45780 4410184 3546994
119145 75877 284391 629036 6 95973 12595 63859 46965 4410184 3639317
119146 7056 680679 693352 6 27035 46731 12812 19661 630007 1202348
119154 5188 646209 141988 17 5060 5060 397 0 300278 0
119159 15065 253429 781335 6 44366 65779 71244 0 6554808 0
119159 28657 253429 781335 6 44366 65779 135017 0 12422364 0
119159 47133 253429 781335 6 44366 65779 140241 0 12902972 0
119159 63153 253429 781335 6 44366 65779 145573 0 13393516 0
119159 78698 253429 781335 6 44366 65779 149711 0 13774212 0
119159 91058 253429 781335 6 44366 65779 222819 0 20500548 0
119159 103089 253429 781335 6 44366 65779 308247 0 28360684 0
119159 104278 253429 781335 6 44366 65779 314339 0 28921148 0
119165 6594 428710 020967 6 91183 23118 5532 5532 254472 781260
119165 6594 274690 710716 6 2049 83476 7063989 0 4253455640 0
119165 6594 443426 829338 6 02265 445 30080 22630 5619137 18898766
119165 16348 253429 422302 6 2049 87321 382083 1143952 92222008 1542662668
119165 28457 253429 422302 6 2049 87321 906132 2392254 257959524 3224397532
119165 47926 253429 422302 6 2049 87321 1066767 2680491 290021168 3615026940
119165 64015 253429 422302 6 2049 87321 1068790 2685271 290320444 3618366616
119165 80133 253429 422302 6 2049 87321 1070944 2690269 290645072 3621578524
119165 88255 253429 422302 6 2049 87321 1293626 3141607 374346008 4176266376
119167 6592 253429 898980 6 2049 85199 2909152 0 2640537516 0
119168 4988 955877 557426 17 48469 46587 0 557076 0 744415623
119168 4988 641275 771074 1 15379 15379 3719 0 312396 0
119168 4988 771074 641275 1 15379 15379 3719 0 312396 0
119169 14275 004479 274690 6 17617 2049 84515677 588887960 8197543524 22300992620
119169 27231 004479 274690 6 17617 2049 187996382 1106018577 18241852484 45575479772
119169 46850 004479 274690 6 17617 2049 188012056 1106026322 18243509496 45576786992
119169 65450 004479 274690 6 17617 2049 188026938 1106033761 18245057412 45578036816
119169 82190 004479 274690 6 17617 2049 188040322 1106040453 18246449348 45579161072
119169 87872 004479 274690 6 17617 2049 188046450 1106042771 18247093588 45579557920
119170 3310 897018 442109 6 53427 23118 26983 31732 2716901 9068664
119175 4981 709945 210831 17 58238 00034 248 0 11408 0
119206 18217 284391 913888 6 80931 12595 18923 21584 1585576 2567303
119206 33635 284391 913888 6 80931 12595 39172 40704 3297301 4845995
119206 48070 284391 913888 6 80931 12595 57808 59819 4863303 7126119
119206 62857 284391 913888 6 80931 12595 74051 78939 6220381 9403711
119206 75795 284391 913888 6 80931 12595 90842 93305 7635949 11113978
119206 90757 284391 913888 6 80931 12595 107462 114937 9041103 13686977
119206 107497 284391 913888 6 80931 12595 128272 136574 10792230 16256942
119206 121081 284391 913888 6 80931 12595 146836 153406 12357133 18259749
119206 135397 284391 913888 6 80931 12595 162977 172597 13712440 20541839
119206 148987 284391 913888 6 80931 12595 179787 189406 15133696 22540298
119206 162443 284391 913888 6 80931 12595 195941 208591 16503901 24823519
119206 177613 284391 913888 6 80931 12595 214276 225398 18052479 26821012
119206 191045 284391 913888 6 80931 12595 230571 242151 19427412 28817226
119206 193057 284391 913888 6 80931 12595 232958 246946 19626347 29387291
119208 18215 284391 341194 6 11393 12595 8195 5063 523349 392798
119208 33633 284391 341194 6 11393 12595 17029 9517 1089004 739578
119208 48066 284391 341194 6 11393 12595 25206 14049 1610616 1090527
119208 62855 284391 341194 6 11393 12595 32145 18526 2054672 1438335
119208 75793 284391 341194 6 11393 12595 39618 21959 2530568 1703182
119208 90755 284391 341194 6 11393 12595 47092 27107 3006425 2100712
119208 107495 284391 341194 6 11393 12595 56049 32118 3579435 2490566
119208 121082 284391 341194 6 11393 12595 64380 36148 4109346 2800761
119208 135395 284391 341194 6 11393 12595 71328 40623 4553955 3148661
119208 148985 284391 341194 6 11393 12595 78683 44526 5025011 3452480
119208 162441 284391 341194 6 11393 12595 85891 49054 5485017 3802977
119208 177731 284391 341194 6 11393 12595 94124 53013 6009726 4109658
119208 193055 284391 341194 6 11393 12595 101308 58102 6468549 4503871
119208 193082 284391 341194 6 11393 12595 102320 58102 6533391 4503871
119209 5553 079773 450747 17 29974 23118 248 215 11408 9890
119223 1892 916278 604291 6 42370 443 155 156 10879 11914
119223 1895 916278 968368 6 97562 443 160 165 15199 17897
119225 1893 916278 968368 6 77445 443 149 149 7206 7015
119225 4735 428710 156616 6 64886 23118 3673 3672 168958 519384
